sample_id,crop_type,state,season,soil_type,temperature_celsius,humidity_percent,rainfall_mm,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,wind_speed_kmh,sunlight_hours,leaf_wetness_hours,field_area_hectares,days_after_sowing,irrigation_type,prev_disease_history,disease_label,severity_score,severity_label,treatment_cost_inr,yield_loss_percent
FDP-03964,Sugarcane,Maharashtra,Zaid,Silty Clay,29.7,82.4,170.02,5.81,49.4,30.6,48.4,9.4,9.7,15.9,14.94,64,Drip,1,Leaf Blight,0.861,Severe,22649,58.1
FDP-03965,Maize,Jharkhand,Rabi,Black Cotton,16.4,88.3,200.35,6.82,49.0,35.0,50.8,16.9,5.8,5.8,16.81,90,Drip,0,Downy Mildew,0.884,Severe,15227,68.4
FDP-03966,Maize,Rajasthan,Rabi,Clay,25.9,78.0,172.22,5.97,53.4,32.3,50.7,13.6,7.5,12.2,12.01,114,Drip,1,Anthracnose,0.399,Mild,1297,18.4
FDP-03967,Rice,Maharashtra,Kharif,Red Laterite,25.8,69.9,82.04,5.32,32.6,45.9,38.2,5.2,7.9,15.4,2.97,15,Furrow,0,Fusarium Wilt,0.846,Severe,23002,68.1
FDP-03968,Cotton,Rajasthan,Zaid,Sandy Loam,26.6,70.3,106.74,6.98,46.9,49.1,58.4,22.5,7.2,5.1,13.82,44,Sprinkler,0,Mosaic Virus,0.427,Mild,1295,10.7
FDP-03969,Barley,Uttar Pradesh,Zaid,Red Laterite,24.7,50.5,101.42,7.01,69.1,57.0,64.5,21.1,11.9,10.1,2.46,57,Furrow,1,Healthy,0.021,None,0,0.0
FDP-03970,Wheat,Uttar Pradesh,Zaid,Clay,18.7,77.6,126.97,6.3,56.1,56.4,53.3,2.3,9.2,13.1,18.19,40,Drip,1,Rust Disease,0.875,Severe,16057,73.8
FDP-03971,Tomato,West Bengal,Kharif,Silty Clay,26.0,62.8,41.56,7.1,61.7,52.3,52.4,23.1,8.0,12.5,23.83,56,Furrow,1,Powdery Mildew,0.487,Mild,1891,14.0
FDP-03972,Sugarcane,Bihar,Kharif,Black Cotton,29.1,66.2,107.32,7.24,41.6,45.7,52.8,2.6,11.3,16.3,21.5,117,Rainfed,0,Mosaic Virus,0.331,Mild,1521,9.1
FDP-03973,Potato,Odisha,Kharif,Clay,22.7,48.2,55.8,6.96,54.4,47.7,55.8,23.9,8.6,12.8,2.67,71,Drip,0,Powdery Mildew,0.849,Severe,10599,70.5
FDP-03974,Potato,Gujarat,Rabi,Clay,17.1,75.5,140.91,6.22,57.2,40.7,64.0,5.3,6.2,2.1,11.29,86,Drip,1,Rust Disease,0.762,Severe,20503,53.3
FDP-03975,Sugarcane,Odisha,Rabi,Clay,22.9,90.5,118.33,5.76,39.7,38.3,34.7,8.6,8.7,3.5,22.57,25,Rainfed,1,Anthracnose,0.796,Severe,17864,74.1
FDP-03976,Potato,West Bengal,Rabi,Red Laterite,32.7,78.3,150.32,6.64,35.2,28.1,51.3,8.6,5.3,4.7,16.5,70,Drip,1,Bacterial Wilt,0.666,Moderate,4379,39.0
FDP-03977,Potato,Haryana,Kharif,Loam,30.9,81.2,111.58,6.04,37.5,33.0,49.4,23.0,9.6,3.8,18.91,77,Flood,1,Bacterial Wilt,0.739,Moderate,4053,22.7
FDP-03978,Barley,Haryana,Zaid,Sandy,34.5,78.5,114.09,5.85,44.4,31.3,35.1,19.7,6.7,9.4,19.43,68,Sprinkler,0,Bacterial Wilt,0.78,Severe,13636,47.9
FDP-03979,Tomato,Andhra Pradesh,Zaid,Clay,26.0,50.2,65.57,6.53,77.9,60.9,69.3,18.8,4.9,11.8,7.1,89,Drip,0,Healthy,0.031,None,0,0.0
FDP-03980,Wheat,Odisha,Rabi,Black Cotton,15.4,88.0,268.9,6.39,44.7,32.2,42.6,12.8,11.6,12.2,20.98,30,Flood,0,Downy Mildew,0.763,Severe,8220,55.1
FDP-03981,Barley,Rajasthan,Rabi,Red Laterite,30.1,84.1,204.91,6.41,51.9,40.0,40.8,20.9,10.2,7.2,12.71,68,Rainfed,1,Leaf Blight,0.35,Mild,1865,9.0
FDP-03982,Sugarcane,Gujarat,Zaid,Black Cotton,37.1,76.4,141.52,5.91,39.5,35.5,47.0,14.5,10.7,5.4,3.53,64,Sprinkler,0,Bacterial Wilt,0.521,Moderate,6489,34.7
FDP-03983,Rice,Karnataka,Kharif,Sandy,25.2,53.4,107.25,6.64,83.5,63.0,67.4,18.0,7.1,2.2,3.84,119,Sprinkler,1,Healthy,0.044,None,0,0.0
FDP-03984,Sugarcane,Odisha,Rabi,Loam,20.1,51.5,63.18,6.42,54.8,45.3,67.9,18.0,4.1,1.2,14.22,75,Rainfed,1,Powdery Mildew,0.581,Moderate,4061,32.0
FDP-03985,Barley,Uttar Pradesh,Rabi,Clay,21.4,62.6,44.87,6.92,57.6,51.7,61.9,6.6,5.9,2.8,24.09,79,Flood,1,Powdery Mildew,0.71,Moderate,4546,28.2
FDP-03986,Maize,Rajasthan,Kharif,Sandy,28.5,83.3,197.67,6.3,35.4,41.9,39.6,16.2,4.6,16.5,11.78,22,Furrow,1,Leaf Blight,0.736,Moderate,6254,32.4
FDP-03987,Barley,Haryana,Zaid,Sandy,24.0,48.5,94.81,6.99,84.2,60.6,78.8,7.7,9.3,7.7,22.82,74,Sprinkler,1,Healthy,0.074,None,0,0.0
FDP-03988,Wheat,Karnataka,Rabi,Sandy Loam,26.9,50.9,88.62,6.71,75.8,61.1,68.8,23.3,9.4,2.8,8.87,104,Drip,1,Healthy,0.041,None,0,0.0
FDP-03989,Sorghum,Telangana,Zaid,Sandy,16.7,78.9,121.58,6.21,59.3,35.0,52.8,10.6,8.3,15.5,24.33,101,Furrow,0,Rust Disease,0.602,Moderate,7616,26.9
FDP-03990,Sugarcane,Gujarat,Kharif,Loam,23.4,55.9,112.71,6.52,80.4,54.0,72.9,7.7,9.7,12.2,8.2,70,Furrow,0,Healthy,0.004,None,0,0.0
FDP-03991,Rice,Uttar Pradesh,Rabi,Clay,28.2,54.6,109.47,6.67,81.2,62.3,68.8,23.1,9.9,6.6,1.36,39,Furrow,0,Healthy,0.07,None,0,0.0
FDP-03992,Tomato,Uttar Pradesh,Kharif,Red Laterite,31.2,76.1,122.92,5.56,43.6,30.4,33.0,16.1,9.3,6.7,17.47,25,Drip,0,Fusarium Wilt,0.861,Severe,24656,54.2
FDP-03993,Cotton,West Bengal,Rabi,Silty Clay,27.4,60.7,117.41,7.16,85.3,54.4,73.4,22.6,4.1,17.7,1.23,56,Furrow,1,Healthy,0.05,None,0,0.0
FDP-03994,Potato,Andhra Pradesh,Rabi,Clay,21.3,57.0,53.16,7.06,63.1,37.0,56.6,21.0,9.9,11.6,22.51,65,Sprinkler,0,Powdery Mildew,0.352,Mild,894,11.2
FDP-03995,Potato,Tamil Nadu,Rabi,Sandy,22.4,62.5,47.0,7.3,62.8,47.1,53.0,16.9,8.3,3.0,22.25,81,Sprinkler,0,Powdery Mildew,0.351,Mild,1427,19.4
FDP-03996,Tomato,Bihar,Zaid,Silty Clay,28.9,67.6,106.18,6.38,57.1,40.7,57.3,2.5,11.9,15.6,15.76,106,Flood,0,Mosaic Virus,0.53,Moderate,5255,43.9
FDP-03997,Soybean,Maharashtra,Kharif,Black Cotton,28.6,84.2,225.25,6.23,59.0,41.6,51.0,24.0,11.0,3.9,23.71,118,Furrow,1,Anthracnose,0.606,Moderate,4050,21.7
FDP-03998,Maize,Gujarat,Rabi,Black Cotton,21.4,79.6,149.09,6.05,50.2,52.6,41.1,23.4,6.0,14.0,12.03,20,Furrow,0,Rust Disease,0.73,Moderate,6777,44.8
FDP-03999,Soybean,Odisha,Kharif,Loam,17.0,88.7,178.85,6.59,54.3,35.7,44.3,20.5,10.9,14.2,7.99,69,Rainfed,1,Downy Mildew,0.595,Moderate,3377,34.8
FDP-04000,Barley,Gujarat,Rabi,Clay,21.8,68.5,50.49,7.1,52.6,51.8,60.2,4.6,6.6,10.2,17.68,82,Drip,1,Powdery Mildew,0.64,Moderate,6832,31.4
FDP-04001,Sorghum,Andhra Pradesh,Zaid,Red Laterite,21.5,64.3,52.3,7.02,66.5,32.3,47.0,3.0,6.9,1.1,8.45,21,Drip,0,Powdery Mildew,0.392,Mild,1512,17.2
FDP-04002,Wheat,Andhra Pradesh,Zaid,Red Laterite,22.3,68.3,123.88,6.33,60.9,44.7,50.7,20.0,11.6,1.0,11.7,55,Drip,0,Rust Disease,0.432,Mild,1852,11.8
FDP-04003,Maize,Odisha,Kharif,Red Laterite,25.7,57.1,114.85,6.91,81.8,56.1,63.1,21.7,10.2,12.2,20.22,117,Drip,1,Healthy,0.057,None,0,0.0
FDP-04004,Cotton,Gujarat,Zaid,Red Laterite,18.0,80.3,117.39,6.44,46.7,42.1,41.8,21.4,8.1,4.0,24.82,36,Sprinkler,1,Rust Disease,0.592,Moderate,3498,23.8
FDP-04005,Cotton,Maharashtra,Rabi,Sandy,25.1,55.5,104.55,6.61,78.8,67.9,74.8,14.5,5.6,17.1,23.73,95,Furrow,0,Healthy,0.021,None,0,0.0
FDP-04006,Wheat,Madhya Pradesh,Zaid,Clay,30.2,75.1,136.45,5.64,51.9,36.9,42.8,10.5,4.9,1.9,14.93,39,Rainfed,0,Bacterial Wilt,0.39,Mild,992,15.1
FDP-04007,Potato,Uttar Pradesh,Kharif,Clay,24.6,58.3,70.83,6.8,74.8,68.9,68.8,3.5,10.5,16.4,6.59,97,Sprinkler,1,Healthy,0.031,None,0,0.0
FDP-04008,Barley,Karnataka,Rabi,Sandy Loam,25.3,78.9,56.32,6.45,63.7,33.7,52.6,5.7,5.9,2.2,7.31,50,Drip,0,Mosaic Virus,0.399,Mild,1079,12.9
FDP-04009,Cotton,Madhya Pradesh,Kharif,Sandy,26.8,58.0,107.11,6.69,81.7,65.4,76.7,11.3,9.9,12.4,19.4,62,Furrow,0,Healthy,0.021,None,0,0.0
FDP-04010,Maize,Odisha,Zaid,Sandy Loam,27.6,61.9,99.27,6.83,54.1,41.6,43.6,10.2,4.7,4.1,7.52,89,Drip,1,Mosaic Virus,0.398,Mild,1052,5.1
FDP-04011,Tomato,Jharkhand,Kharif,Sandy Loam,26.8,87.1,257.78,6.07,53.6,36.3,43.6,13.0,10.6,13.5,22.68,94,Rainfed,0,Anthracnose,0.639,Moderate,7482,33.9
FDP-04012,Cotton,Maharashtra,Zaid,Black Cotton,25.4,52.1,99.22,6.5,79.9,64.4,72.0,23.2,8.9,10.1,24.85,31,Rainfed,1,Healthy,0.063,None,0,0.0
FDP-04013,Soybean,Madhya Pradesh,Rabi,Loam,26.2,53.1,96.06,6.87,79.8,58.1,71.0,15.9,5.3,2.8,23.89,71,Drip,1,Healthy,0.044,None,0,0.0
FDP-04014,Sugarcane,Rajasthan,Kharif,Loam,23.3,69.2,40.2,6.83,78.5,42.7,65.0,16.4,4.2,15.0,24.95,54,Sprinkler,0,Powdery Mildew,0.628,Moderate,2797,24.5
FDP-04015,Soybean,Jharkhand,Kharif,Loam,22.8,62.1,34.2,7.06,57.3,36.6,64.0,6.9,4.6,10.2,16.13,102,Furrow,0,Powdery Mildew,0.452,Mild,1681,16.2
FDP-04016,Potato,Tamil Nadu,Kharif,Sandy,21.5,46.8,122.3,6.56,75.3,48.0,64.2,6.1,4.9,17.0,22.83,21,Drip,0,Healthy,0.035,None,0,0.0
FDP-04017,Rice,Odisha,Kharif,Loam,23.8,90.9,231.13,5.59,49.1,26.8,49.1,11.5,6.8,14.2,18.61,43,Furrow,0,Anthracnose,0.335,Mild,822,12.1
FDP-04018,Barley,Jharkhand,Zaid,Black Cotton,30.6,60.3,122.02,6.55,66.2,45.2,59.9,22.2,9.7,14.1,16.85,57,Sprinkler,0,Mosaic Virus,0.869,Severe,23504,51.6
FDP-04019,Sorghum,Haryana,Kharif,Red Laterite,31.4,73.8,138.42,5.97,41.0,47.2,46.1,2.7,4.3,16.4,3.53,92,Flood,0,Bacterial Wilt,0.615,Moderate,2916,37.2
FDP-04020,Sugarcane,Maharashtra,Rabi,Silty Clay,26.0,57.0,110.29,7.22,66.0,53.3,65.3,14.1,5.5,12.7,13.12,87,Sprinkler,1,Healthy,0.046,None,0,0.0
FDP-04021,Potato,Telangana,Kharif,Sandy Loam,26.5,85.4,213.18,5.39,48.3,38.0,42.2,6.9,6.3,14.4,17.32,109,Rainfed,0,Anthracnose,0.958,Severe,14126,79.4
FDP-04022,Soybean,Karnataka,Zaid,Black Cotton,24.7,54.6,92.7,6.58,77.3,58.5,64.2,11.9,10.9,5.6,15.86,56,Drip,0,Healthy,0.0,None,0,0.0
FDP-04023,Potato,Madhya Pradesh,Kharif,Sandy,28.9,86.1,196.84,5.95,52.0,39.4,43.4,20.6,11.5,7.6,8.18,42,Sprinkler,1,Leaf Blight,0.503,Moderate,3722,40.6
FDP-04024,Sorghum,Punjab,Rabi,Silty Clay,32.3,80.0,140.59,6.28,43.8,40.6,45.9,15.0,11.4,3.3,6.51,47,Flood,0,Bacterial Wilt,0.783,Severe,8244,67.1
FDP-04025,Maize,Gujarat,Kharif,Sandy,21.2,58.0,43.94,7.53,53.0,53.6,55.9,7.1,8.6,5.4,8.9,106,Sprinkler,0,Powdery Mildew,0.41,Mild,1541,5.7
FDP-04026,Sugarcane,Karnataka,Zaid,Loam,19.7,73.1,101.82,6.58,49.1,28.6,50.5,18.0,8.8,2.3,8.16,76,Drip,0,Rust Disease,0.721,Moderate,3788,24.7
FDP-04027,Tomato,Uttar Pradesh,Kharif,Sandy Loam,16.0,91.4,162.37,6.42,47.2,35.2,44.3,12.0,11.9,3.2,12.35,90,Drip,0,Downy Mildew,0.766,Severe,14937,67.2
FDP-04028,Barley,Gujarat,Zaid,Red Laterite,23.4,55.2,84.2,7.15,72.1,65.1,57.3,12.8,7.0,10.1,9.9,97,Rainfed,1,Healthy,0.088,None,0,0.0
FDP-04029,Cotton,Punjab,Zaid,Sandy,30.0,88.3,170.82,6.31,48.2,32.4,45.1,6.8,10.9,10.7,12.69,76,Furrow,0,Leaf Blight,0.761,Severe,23155,67.9
FDP-04030,Potato,Maharashtra,Rabi,Black Cotton,23.0,50.8,105.23,6.74,87.7,61.6,68.2,12.6,8.8,16.2,22.32,43,Sprinkler,0,Healthy,0.082,None,0,0.0
FDP-04031,Soybean,Odisha,Zaid,Loam,29.7,86.3,154.55,6.44,46.8,43.4,53.2,20.5,11.6,7.2,4.2,113,Sprinkler,0,Leaf Blight,0.508,Moderate,5365,38.4
FDP-04032,Sugarcane,Maharashtra,Rabi,Sandy,29.8,82.4,197.21,6.33,53.6,39.5,52.4,20.7,5.0,17.5,4.93,55,Furrow,0,Leaf Blight,0.557,Moderate,7972,41.1
FDP-04033,Sorghum,Rajasthan,Zaid,Sandy,20.0,85.7,283.72,5.83,44.5,26.2,36.8,10.9,8.9,15.7,22.56,105,Furrow,1,Root Rot,0.586,Moderate,5373,20.3
FDP-04034,Tomato,Bihar,Zaid,Clay,18.2,90.0,193.69,7.03,34.6,29.8,52.2,6.8,7.2,1.2,20.82,110,Flood,1,Downy Mildew,0.428,Mild,1309,16.1
FDP-04035,Maize,Andhra Pradesh,Kharif,Sandy Loam,22.5,81.5,284.07,4.98,29.1,31.0,30.8,13.1,9.8,10.3,18.78,35,Flood,0,Root Rot,0.528,Moderate,7999,26.6
FDP-04036,Sorghum,Odisha,Zaid,Loam,30.5,86.5,116.17,6.41,53.2,35.4,58.6,8.1,7.4,5.6,15.8,107,Rainfed,0,Leaf Blight,0.749,Moderate,3882,32.1
FDP-04037,Potato,Haryana,Kharif,Loam,23.1,66.7,54.98,6.92,57.7,54.9,50.4,14.3,9.1,4.9,2.79,69,Flood,1,Powdery Mildew,0.34,Mild,1767,17.7
FDP-04038,Rice,Bihar,Kharif,Red Laterite,26.3,50.5,89.15,6.78,84.5,70.7,57.0,2.1,11.2,10.0,11.57,34,Furrow,0,Healthy,0.056,None,0,0.0
FDP-04039,Sorghum,Karnataka,Kharif,Loam,25.1,53.0,108.35,6.7,93.2,63.3,67.0,3.8,7.4,4.8,2.5,111,Sprinkler,0,Healthy,0.089,None,0,0.0
FDP-04040,Sorghum,Andhra Pradesh,Kharif,Clay,30.7,84.5,142.48,5.76,47.7,45.9,48.7,7.5,6.6,7.5,15.26,96,Drip,1,Bacterial Wilt,0.361,Mild,1879,15.0
FDP-04041,Sorghum,West Bengal,Rabi,Clay,25.6,85.1,235.03,5.65,42.9,41.1,52.1,19.8,11.0,6.3,16.29,48,Rainfed,0,Anthracnose,0.864,Severe,18761,51.9
FDP-04042,Barley,Jharkhand,Rabi,Silty Clay,27.3,48.8,78.55,6.08,85.6,69.5,73.7,15.9,11.8,13.5,24.63,42,Rainfed,1,Healthy,0.04,None,0,0.0
FDP-04043,Wheat,West Bengal,Kharif,Sandy,31.6,84.6,170.98,6.01,52.4,44.7,46.3,7.2,8.5,11.3,7.67,34,Sprinkler,1,Bacterial Wilt,0.579,Moderate,5212,29.4
FDP-04044,Barley,Jharkhand,Kharif,Sandy,30.6,77.9,140.27,5.73,46.8,39.7,50.2,9.6,10.9,16.5,14.04,102,Furrow,0,Leaf Blight,0.744,Moderate,3723,33.0
FDP-04045,Cotton,West Bengal,Zaid,Sandy Loam,20.8,85.1,259.99,4.84,37.5,26.9,42.6,2.9,9.0,14.1,0.81,56,Furrow,1,Root Rot,0.427,Mild,1796,11.4
FDP-04046,Maize,Andhra Pradesh,Rabi,Sandy,18.4,72.2,127.55,6.15,63.3,31.0,56.2,7.6,4.6,15.7,15.46,111,Flood,0,Rust Disease,0.865,Severe,12677,56.5
FDP-04047,Maize,Karnataka,Rabi,Clay,32.1,81.7,140.93,5.82,44.4,44.2,40.1,24.7,12.0,13.1,22.26,53,Furrow,1,Bacterial Wilt,0.874,Severe,13427,61.6
FDP-04048,Potato,Maharashtra,Rabi,Clay,23.2,49.3,96.12,6.7,80.0,64.3,67.3,6.9,4.5,5.2,20.78,114,Sprinkler,0,Healthy,0.064,None,0,0.0
FDP-04049,Soybean,Punjab,Rabi,Sandy,29.8,73.4,79.3,6.44,61.5,44.0,55.7,3.1,6.6,4.7,22.93,20,Drip,1,Mosaic Virus,0.956,Severe,17773,66.0
FDP-04050,Rice,Gujarat,Zaid,Sandy Loam,30.1,78.8,115.09,6.21,36.6,34.5,41.9,21.0,10.2,5.7,15.54,80,Flood,1,Bacterial Wilt,0.652,Moderate,6496,29.7
FDP-04051,Barley,Bihar,Zaid,Silty Clay,34.2,74.8,128.56,6.36,42.8,39.6,45.7,6.2,5.0,6.7,21.05,93,Sprinkler,0,Bacterial Wilt,0.98,Severe,16349,76.1
FDP-04052,Sorghum,West Bengal,Rabi,Sandy Loam,14.5,88.3,165.95,6.2,39.6,31.5,53.0,19.5,9.1,7.1,11.09,69,Rainfed,1,Downy Mildew,0.86,Severe,15521,68.4
FDP-04053,Barley,Tamil Nadu,Zaid,Clay,30.5,90.2,162.87,6.28,39.5,37.7,46.8,8.8,6.5,7.8,7.52,98,Drip,0,Leaf Blight,0.681,Moderate,6460,20.7
FDP-04054,Tomato,Gujarat,Rabi,Sandy,19.5,62.5,43.67,7.38,57.6,49.4,60.4,11.1,9.8,3.6,16.7,89,Flood,0,Powdery Mildew,0.752,Severe,14667,62.3
FDP-04055,Tomato,West Bengal,Zaid,Silty Clay,22.9,83.2,262.79,6.02,30.5,33.0,30.0,11.8,7.3,6.3,7.98,118,Drip,0,Root Rot,0.843,Severe,13169,50.6
FDP-04056,Rice,Punjab,Rabi,Clay,20.7,91.7,259.99,6.89,48.9,35.0,42.0,21.6,4.0,5.7,23.04,79,Flood,1,Downy Mildew,0.322,Mild,1784,7.3
FDP-04057,Cotton,Punjab,Kharif,Clay,20.3,71.3,95.96,6.26,52.5,39.0,48.0,17.9,8.4,7.1,16.78,39,Rainfed,0,Rust Disease,0.746,Moderate,7617,25.4
FDP-04058,Wheat,Haryana,Zaid,Silty Clay,25.9,51.7,77.25,6.29,94.6,69.9,65.8,17.1,9.1,16.2,24.84,25,Rainfed,0,Healthy,0.005,None,0,0.0
FDP-04059,Barley,Bihar,Zaid,Sandy,21.8,56.0,91.81,6.85,100.1,70.6,69.1,14.6,6.6,15.1,18.79,38,Drip,0,Healthy,0.018,None,0,0.0
FDP-04060,Wheat,Karnataka,Kharif,Sandy Loam,32.4,80.4,184.55,6.46,34.5,35.7,42.2,4.0,11.7,13.8,15.71,113,Rainfed,1,Leaf Blight,0.745,Moderate,5267,42.6
FDP-04061,Wheat,Uttar Pradesh,Kharif,Black Cotton,30.2,73.0,142.34,5.77,43.5,35.6,45.9,19.3,8.2,2.8,19.0,103,Furrow,0,Bacterial Wilt,0.747,Moderate,2648,43.8
FDP-04062,Cotton,Telangana,Kharif,Red Laterite,23.5,58.5,42.36,6.66,50.7,54.1,53.3,5.9,10.8,15.6,12.53,37,Sprinkler,1,Powdery Mildew,0.671,Moderate,4106,44.8
FDP-04063,Barley,Rajasthan,Rabi,Sandy Loam,16.4,86.9,181.2,6.79,50.3,39.6,43.8,4.4,4.6,13.0,22.87,24,Sprinkler,1,Downy Mildew,0.803,Severe,17976,60.2
FDP-04064,Sugarcane,Jharkhand,Zaid,Sandy Loam,22.7,53.7,76.97,6.59,73.7,62.7,72.9,22.6,7.9,10.6,19.38,106,Drip,1,Healthy,0.013,None,0,0.0
FDP-04065,Maize,Madhya Pradesh,Kharif,Red Laterite,26.1,50.2,87.91,7.0,74.2,64.6,81.5,18.4,11.9,4.1,12.28,21,Furrow,0,Healthy,0.024,None,0,0.0
FDP-04066,Barley,Odisha,Kharif,Red Laterite,30.1,70.8,140.18,5.44,48.5,34.6,41.5,21.5,11.0,4.7,11.26,84,Sprinkler,0,Fusarium Wilt,0.739,Moderate,6652,36.0
FDP-04067,Tomato,Gujarat,Kharif,Sandy Loam,24.3,50.7,109.59,6.75,87.2,61.9,66.6,16.2,4.5,14.4,2.06,100,Drip,0,Healthy,0.037,None,0,0.0
FDP-04068,Tomato,Tamil Nadu,Kharif,Loam,18.6,73.1,98.47,6.5,53.4,44.1,47.7,12.2,5.0,10.4,9.24,24,Flood,0,Rust Disease,0.778,Severe,19478,51.5
FDP-04069,Maize,Karnataka,Rabi,Clay,21.8,58.7,54.27,6.93,52.2,56.3,48.6,23.8,10.1,6.0,15.8,20,Drip,0,Powdery Mildew,0.454,Mild,702,11.5
FDP-04070,Potato,Jharkhand,Kharif,Silty Clay,16.3,92.7,262.56,5.59,34.2,25.9,33.1,18.8,6.7,13.4,4.48,110,Flood,0,Root Rot,0.923,Severe,24190,68.8
FDP-04071,Rice,West Bengal,Rabi,Sandy,26.7,48.8,106.28,6.53,78.8,56.9,65.4,17.4,6.2,6.3,8.78,29,Rainfed,0,Healthy,0.099,None,0,0.0
FDP-04072,Barley,Haryana,Rabi,Black Cotton,23.3,58.7,46.27,7.12,60.6,38.0,63.3,20.8,5.1,16.0,24.38,91,Flood,0,Powdery Mildew,0.524,Moderate,4728,24.7
FDP-04073,Potato,Bihar,Kharif,Sandy,26.7,66.4,52.11,6.54,51.0,54.3,55.2,24.0,10.4,13.9,1.03,44,Flood,0,Powdery Mildew,0.42,Mild,1759,13.6
FDP-04074,Cotton,Odisha,Kharif,Black Cotton,24.7,47.7,107.43,7.04,90.2,57.0,74.3,2.6,11.3,16.4,11.67,17,Drip,1,Healthy,0.036,None,0,0.0
FDP-04075,Sorghum,Telangana,Zaid,Loam,25.0,49.1,122.0,6.77,77.7,61.2,65.1,4.1,7.2,2.3,20.82,24,Sprinkler,0,Healthy,0.003,None,0,0.0
FDP-04076,Cotton,Madhya Pradesh,Kharif,Silty Clay,30.7,92.4,149.82,6.34,50.4,31.5,45.5,15.6,7.5,4.8,2.89,79,Flood,1,Leaf Blight,0.683,Moderate,5382,43.2
FDP-04077,Tomato,Madhya Pradesh,Rabi,Silty Clay,26.2,55.9,62.94,7.2,46.8,45.3,60.0,3.0,8.2,6.6,3.08,70,Furrow,1,Powdery Mildew,0.644,Moderate,2056,34.0
FDP-04078,Wheat,Gujarat,Zaid,Sandy,31.6,85.7,121.85,6.05,45.2,29.0,45.0,9.9,6.5,15.6,1.67,49,Drip,1,Bacterial Wilt,0.538,Moderate,6177,25.8
FDP-04079,Wheat,Jharkhand,Kharif,Sandy,28.1,75.7,206.71,6.38,56.1,42.3,46.5,17.4,8.8,3.1,24.02,35,Flood,1,Leaf Blight,0.618,Moderate,6873,44.5
FDP-04080,Maize,Andhra Pradesh,Zaid,Clay,25.0,47.3,142.0,6.42,76.9,60.5,71.1,15.1,9.0,15.3,16.08,18,Furrow,0,Healthy,0.091,None,0,0.0
FDP-04081,Cotton,Telangana,Kharif,Sandy Loam,25.6,49.7,108.09,6.77,74.4,68.4,69.6,17.6,5.4,12.0,20.73,35,Flood,0,Healthy,0.026,None,0,0.0
FDP-04082,Tomato,Uttar Pradesh,Rabi,Silty Clay,21.1,62.4,41.9,7.03,57.8,46.4,56.8,16.2,4.0,14.5,6.46,24,Sprinkler,0,Powdery Mildew,0.321,Mild,1120,5.6
FDP-04083,Rice,Karnataka,Zaid,Sandy,28.3,77.1,155.37,6.47,52.3,27.1,51.0,8.1,4.7,10.2,5.02,106,Rainfed,1,Leaf Blight,0.861,Severe,10907,61.1
FDP-04084,Potato,Telangana,Zaid,Loam,19.9,68.7,113.0,6.16,57.0,42.7,56.6,24.6,9.2,3.2,22.27,71,Furrow,1,Rust Disease,0.689,Moderate,3599,35.8
FDP-04085,Potato,Tamil Nadu,Kharif,Sandy,23.0,52.1,108.84,7.06,72.4,54.4,73.4,3.6,5.5,3.6,14.95,99,Sprinkler,0,Healthy,0.063,None,0,0.0
FDP-04086,Rice,Karnataka,Kharif,Silty Clay,22.7,83.0,254.49,5.62,36.2,24.6,40.5,22.2,6.0,11.0,9.53,81,Furrow,0,Root Rot,0.344,Mild,754,6.5
FDP-04087,Potato,Gujarat,Rabi,Black Cotton,14.6,94.5,220.42,6.02,48.9,43.3,42.0,20.3,8.7,4.3,22.32,78,Rainfed,1,Downy Mildew,0.607,Moderate,2583,34.6
FDP-04088,Potato,Tamil Nadu,Zaid,Sandy,32.8,90.2,193.04,6.19,52.8,34.2,48.1,2.0,9.1,8.7,21.19,18,Rainfed,0,Leaf Blight,0.327,Mild,813,16.9
FDP-04089,Potato,Jharkhand,Rabi,Sandy Loam,21.5,55.2,50.74,6.73,50.4,40.5,64.4,4.4,8.2,4.3,5.7,76,Drip,1,Powdery Mildew,0.39,Mild,812,15.0
FDP-04090,Potato,Maharashtra,Zaid,Loam,19.8,86.3,194.72,5.86,37.4,31.0,39.6,8.5,10.5,14.5,20.05,54,Furrow,1,Root Rot,0.912,Severe,22431,61.1
FDP-04091,Tomato,Uttar Pradesh,Zaid,Clay,25.5,56.9,113.33,6.93,89.1,60.2,70.4,2.7,4.2,17.0,8.77,94,Furrow,1,Healthy,0.064,None,0,0.0
FDP-04092,Potato,West Bengal,Zaid,Silty Clay,26.4,50.2,62.01,6.9,69.7,55.3,75.5,19.1,9.4,9.9,8.47,75,Sprinkler,0,Healthy,0.071,None,0,0.0
FDP-04093,Sugarcane,Andhra Pradesh,Kharif,Silty Clay,19.6,91.6,299.21,5.06,37.6,34.2,33.3,7.0,5.0,3.3,1.02,39,Sprinkler,0,Root Rot,0.79,Severe,8520,50.7
FDP-04094,Wheat,Andhra Pradesh,Zaid,Clay,27.9,83.0,204.1,4.99,46.1,44.9,39.4,16.0,6.7,6.8,16.3,79,Rainfed,1,Anthracnose,0.437,Mild,1741,17.0
FDP-04095,Soybean,Madhya Pradesh,Rabi,Silty Clay,32.9,84.3,201.22,6.05,59.9,35.9,45.7,7.5,7.5,1.9,17.3,49,Rainfed,0,Leaf Blight,0.474,Mild,1641,8.5
